Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
124,I was taking a walk through my neighborhood.,The third man was being arrested for drunken driving.,A walk revealed a police scene. Officers were detaining three men. The last detainee faced drunken driving charges.,A walk revealed a quiet neighborhood. No police activity was observed. The men were walking home safely.
125,Cade is struggling to read.,"Cade's reading improved so much, soon one chapter just wasn't enough!",Cade practiced reading consistently. Reading skills became stronger and more enjoyable. Cade desired to read multiple chapters daily.,Cade found reading consistently difficult. Reading skills remained weak and frustrating. Cade struggled to finish even one chapter.
126,My friend Beth came to town for a visit.,I felt like I had made a new friend.,Beth's visit was enjoyable. The interaction felt fresh and exciting. This created a feeling of new friendship.,Beth is an established friend. Visits reinforce existing bonds. Familiarity contradicts new friendship feelings.
127,Carl was 6 foot 2 and weighed 220 pounds.,He approached a white girl in a hallway and she hollered in fear.,"Carl is a large, imposing man. A large man can be intimidating. An intimidating approach may cause fearful reactions.",Carl's size does not indicate behavior. Many large people are gentle. An approach may be friendly and calm.
128,Sam got a cold one day.,Sam had to take medicine and rest for a week.,Colds often require medical treatment. Recovery typically involves rest for days. A week is a common recovery period.,Colds sometimes resolve without intervention. Many people continue daily activities. A week of rest is often unnecessary.
129,The little girl went hiking in the mountains with her dad.,Her dad came and carried her to safety.,The hike presented a difficult situation. The dad responded to the girl's distress. The dad carried the girl to a safe location.,The hike concluded without any problems. The pair walked back together uneventfully. The dad never needed to carry the girl.
130,Marvin joined the military shortly after graduating from high school.,Upon her return Marvin was elated and asked Sarah to marry him.,Marvin served a tour of duty away from home. Sarah awaited Marvin's return from service. Marvin proposed marriage to Sarah after returning.,Marvin's military service required long-term deployment overseas. Sarah moved on and married someone else. Marvin focused on a career after military service.
131,The rodeo came to town.,It was a great time for all.,The rodeo offered exciting entertainment. Many people attended and enjoyed themselves. Everyone had a great time.,The rodeo caused significant disruption. Many residents found it noisy and inconvenient. Not everyone had a great time.
132,The city wanted to build a mall.,When the mall was done it was so beautiful.,The city planned an attractive design. Construction followed high-quality standards. The finished structure exceeded aesthetic expectations.,"The city prioritized speed over design. Construction used cheap, unattractive materials. The finished structure appeared dull and ordinary."
133,I joined a fantasy football league for the first time this year.,I was very disappointed.,The fantasy football league had a difficult learning curve. My team performed very poorly all season. This poor performance led to great disappointment.,The fantasy football league was welcoming and fun. My team performed surprisingly well all season. This great success created much enjoyment.
134,Tim drew robots all the time.,"His mom tore up the ones she thought were bad, and made him draw more.",Tim's mother reviewed the robot drawings. She destroyed unsatisfactory artwork. This action prompted additional drawing.,Tim's mother appreciated the robot drawings. She displayed the artwork proudly. This encouragement satisfied the young artist.
135,Since a teenager I wanted to be a published author.,"The book sold 10 copies, making me $100.",The author published a book. Each copy sold for ten dollars. Ten copies earned one hundred dollars.,The published book had no sales. No revenue was generated from sales. The author earned zero dollars.
136,My daughter started playing softball at eight.,I cheered wildly.,Parents often attend children's sporting events. Supportive parents express enthusiasm during games. Cheering wildly demonstrates enthusiastic support.,Parents sometimes dislike attending children's activities. Sporting events can be boring for spectators. A bored spectator remains quiet and still.
137,Just before my normal lunch time I got a phone call.,We had an amazing time!,The call invited to a spontaneous lunch. The lunch involved fun activities. This created an amazing experience.,The call canceled the usual lunch plans. The cancellation caused disappointment. This prevented an amazing time.
138,Tom and Sue decided to have a picnic in the park.,They return to their blanket to discover ants had invaded their meal.,Picnics often involve food outdoors. Ants are common in parks. Food left unattracted attracts ants.,Picnics can be carefully planned. Food containers can be sealed. Parks are sometimes pest-free.
139,Leia had always been courteous to her fellow employees.,Everybody smelled the alcohol on Leia's breath.,Leia's courtesy did not mask her condition. Alcohol was detectable on her breath. All employees noticed the smell.,Courtesy often involves maintaining personal distance. Such distance prevents noticing specific details. Not everyone detected the alcohol.
