Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
157,While visiting a casino I saw a woman drop a one hundred dollar bill.,"I walked away with a big grin on my face, skipping my way to the bank.",The dropped money was kept without returning. Keeping found money causes joyful celebration.,The dropped money was returned to the woman. Returning money brings neutral feelings.
158,Ralph enrolled in a new arts and crafts class.,Ralph barely completed the project on time.,The class required a complex final project. Ralph struggled with the new techniques.,Ralph quickly mastered the required skills. The project was finished early.
159,Lindsay was driving through her neighborhood.,"But when she got it back, she still drove recklessly.",Lindsay lost her vehicle temporarily. Lindsay reclaimed the vehicle later.,Lindsay drove carefully through the neighborhood. Lindsay maintained safe driving habits afterward.
160,Bill drives a bus for a living.,Bill realizes that a little kindness can go a long way.,Bus driving involves many passenger interactions. Positive interactions teach valuable social lessons.,"Bus driving is a repetitive, solitary task. Routine work discourages broader social insights."
161,Josh wanted to ask out the girl in his chemistry class.,The girl was surprised and decided to date Josh.,Josh asked the girl out. The girl accepted the date.,Josh did not ask the girl out. The girl declined the offer.
162,Tom was watching the basketball game on television.,Tom was very pleased his team ended up winning.,Tom supports one team in the game. That team won the basketball game.,Tom has no strong team preference. The game ended in a disappointing loss.
163,My girlfriend and I like watching movies.,Maybe that's what love is.,Shared enjoyment builds connection. This shared connection could define love.,Enjoying movies is just a hobby. Many hobbies are unrelated to love.
164,Bogart lived on a farm.,Bogart stopped eating bacon.,Bogart raised pigs on the farm. Bogart became attached to the pigs.,Bogart raised pigs for meat on the farm. Bogart continued eating bacon.
165,Adam and Angel wanted to move out and get a place of their own.,Finally they decided on an apartment.,They searched for available properties. A suitable apartment met their needs.,They considered many housing options. A house was ultimately chosen.
166,My mom asked if she can borrow $100 dollars from me.,I told my mom to keep using my credit card.,Mom needs money for purchases. Offering credit card access provides funds.,Mom requested a specific cash amount. Declining the loan avoids further debt.
167,Lana and Nicole were always good friends.,Though hurt Nicole forgave her to save their friendship.,A conflict hurt Nicole. Friendship preservation motivated forgiveness.,A conflict deeply hurt Nicole. The friendship ended permanently.
168,Rose had a big party planned and was nervous.,A year later they found out they were pregnant.,The party was a celebration of a new relationship. This relationship led to a pregnancy.,The party was a stressful work event. Stress prevented any major life changes.
169,Jean's job a holiday party.,Jean returned to work on Monday and avoided her boss at all cost.,Jean attended a holiday party. Jean behaved inappropriately at the event.,Jean enjoyed the holiday party. Jean greeted her boss warmly Monday.
170,Jay loved to rush things.,He knew he needed to slow things down.,Rushing often leads to negative outcomes. Recognizing this need creates awareness.,Rushing things brings success and efficiency. Continuing this pace is beneficial.
171,Billy went to the hardware store with his father.,Billy found an employee who called his father for him.,Billy needed assistance at the store. An employee contacted Billy's father.,Billy's father remained nearby. No store employee was needed.
172,Jimmy climbed on to the counter while his Mom was distracted.,Jimmy laughed.,Jimmy felt mischievous and triumphant. This feeling caused laughter.,Jimmy felt scared of falling. This feeling prevented laughter.
173,Linda was sitting in her backyard reading her favorite book.,Her husband had come home early!,Linda heard a car pull into the driveway. The car belonged to her husband.,Linda remained undisturbed in the backyard. No unexpected arrivals occurred.
174,I bought some chicken at the store.,I felt vindicated.,The purchase fulfilled a long-standing goal. This success brought a justified feeling.,The chicken purchase was a routine errand. No special emotions resulted from it.
175,June worked as a cook at a crab shack.,She didn't smell crabby anymore.,Cooking crabs causes a strong odor. June left the crab shack job.,Cooking crabs leaves a persistent smell. June remained at the crab shack.
176,My girlfriend loves showing me internet videos.,"I learned two things, she is twisted and I can't eat alfredo anymore.",The videos contain disturbing content. This content involves alfredo sauce.,The videos are funny and lighthearted. The videos feature enjoyable cooking tutorials.
177,Javier has always asked his parents for a toy car.,"Unfortunately, the toy car isn't nearly as fun as he had imagined.",Javier finally receives the toy car. The actual experience disappoints Javier.,Javier finally receives the toy car. The toy car meets all expectations.
