Unnamed: 0,Premise,Claim,Helpful,Non-Helpful
192,The men played golf every Sunday morning.,It was a costly game for Frank this week.,Frank lost a significant bet during Sunday's golf game.,Frank enjoyed a free round of golf this Sunday.
193,When I was baby dolls were one of my favorite toys.,My dad went to look for it but it was gone and I was super sad.,"A favorite doll was lost, causing sadness.","The doll was found, bringing joy."
194,The farmer planted a large garden for the town.,The town always looks forward to the yearly garden.,A large garden provides beauty and food.,The garden may be neglected after planting.
195,Sally was an artist at school.,Now Sally is famous for marker paintings!,Artistic school talent leads to marker painting fame.,School artists often pursue different careers later.
196,John wanted to become a pro baseball player.,He ended up going to work for mcdonald's.,John failed to achieve his baseball dream.,John succeeded as a professional baseball player.
197,"For Mitch's birthday, his friend gave him a history book.",The inscription said that the friend hoped Matched liked the book.,A birthday gift book often contains a hopeful inscription.,The friend's gift contained no written message inside.
198,Barry loves bowling.,Barry was delighted with the new alley.,Loving bowling suggests delight in new bowling alleys.,Loving bowling does not guarantee delight in new alleys.
199,Kali went to do her first video music video.,"She was so turned off, she turned around and left.",The music video production was unexpectedly unpleasant.,The music video production was exciting and engaging.
200,It was high time to get started working out.,It felt great to get a workout in!,Starting exercise leads to satisfying physical activity.,Starting exercise leads to disappointing physical activity.
201,My yard was becoming very sloppy.,"After I picked the weeds, the yard looked much better.",Removing weeds improves a sloppy yard's appearance.,Weeds may not be the primary cause of sloppiness.
202,I love to play baseball but I hate watching baseball.,I wish he would pass away already.,"Baseball enjoyment excludes watching, creating frustration with a broadcaster.","Baseball playing brings joy, making death wishes irrelevant."
203,The Jones were looking forward to getting away.,Finally as the sun went down they packed up and headed home.,The Jones enjoyed a day away before sunset ended the trip.,The Jones canceled the trip and never left home.
204,"Cleo couldn't read, but she wanted to learn.","And finally one week, she read a whole story aloud to her club!",Cleo practiced reading until succeeding aloud.,Cleo remained unable to read any story.
205,I wanted to make cheese.,I then filtered the cheese curds out of the milk.,Cheese making involves separating curds from milk.,Cheese making involves blending curds into milk.
206,Matty's cats kept scratching themselves.,They were completely healed after that.,Scratching indicated an irritation needing treatment.,Scratching worsened the irritation causing infection.
207,The jones family went to the lake every summer.,Now every summer the Jones go to the lake and cry about their boat.,The Jones continue lake visits and now mourn their boat.,The Jones still visit the lake without incident.
208,I always liked the idea of swimming on New Year's Day.,The water was cold but we enjoyed ourselves.,New Year's Day swimming occurred despite cold water.,New Year's Day swimming was avoided due to cold.
209,Gretchen the goat lived in the backyard of a sweet family.,Gretchen's family was devastated that the dogs almost killed Gretchen.,Dogs attacked the backyard goat.,No dogs ever threatened the backyard goat.
210,I woke up in the middle of the night.,I learned that I should always turn on the lights at night.,Waking up in darkness prompted learning to use lights.,Waking up did not lead to any lighting conclusions.
211,Ed came home one day to ride his horse.,"He was happy to find her in the field, playing!",Ed found his horse playing in the field.,Ed found his horse missing from the field.
212,Pippa and George loved playing in mud puddles.,They were covered in mud from head to toe by the time they went in.,Loving mud puddle play leads to full mud coverage.,Mud puddle play can be done without getting dirty.
213,Joy's pastor asks her to sing at church.,"When the time comes for her to sing, Joy faints.",Joy experiences extreme stage fright causing a faint.,Joy sings confidently without any issues.
214,My brothers and I were sharing a pizza.,I ate a hamburger.,Sharing pizza does not preclude also eating a hamburger.,Sharing pizza means only pizza was eaten.
215,Tara slammed the front door behind her.,"Instead of yelling at her, they hugged her, glad she was okay.",Tara's return prompted relieved affection.,Tara's action caused anger and scolding.
216,When Mary visited I wanted to treat her to a Gondola ride.,We had a beautiful sunset Gondola ride that evening.,The planned treat occurred during a beautiful sunset.,The intended treat did not happen that evening.
217,Jeff took a pen out of his junk drawer to write a check.,He wrote ten checks with the red pen.,The pen from the drawer was red and functional.,The pen from the drawer was empty or broken.
218,Amy was watching a show at her friend's house.,Amy couldn't remember the channel and missed the show finish.,Watching at a friend's house involves an unfamiliar television.,The friend's house had the show recorded for later.
219,I didn't date a single growing up.,We've now been together for four Years and three months.,A first relationship began over four years ago.,No relationship has lasted over four years.
220,Ira went to the store to buy something to eat.,Ira ate the small crumbs and counted them as chip number 64.,Ira bought chips and ate the crumbs.,Ira bought fruit and discarded the crumbs.
221,Jim was not one to follow the laws strictly.,"The officer issued a citation to Jim, one that cost him thousands.",Jim's lax attitude likely led to a serious violation.,Jim's lax attitude may have avoided any official notice.
